EntityName1	EntityName2	Supplement	Street	Locality	PhoneNumber	Year	Page	File	RefCode	Network
Hausammann		Cigarrenhandlung, Sprechstunden: 7/8 Uhr Morgens bis 9 Uhr Abends, Sonntags von 10 Uhr Morgen bis 3 Uhr Nachmittags	Schwertgasse 1	St. Gallen		1888	7	telefonbuch_007	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Gasthaus z. Sonne		Sprechstunden: 7/8 Uhr Morgens bis 9 Uhr Abends		St. Fiden		1888	7	telefonbuch_007	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Nänny	J. J.	Tapetenhandlung, Sprechstunden: a) im Sommer (1. April bis 31.Oct.) 7-12 Uhr Morg. 1-7 Uhr Abds. b) im Winter (1. Nov. bis 31. März) 8-12 Uhr Morg. 1-8 Uhr Abds. Sonntags geschlossen		Herisau		1888	7	telefonbuch_007	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Oeffentliche Sprechstation		Schulhaus	Im Einfang	Herisau		1888	8	telefonbuch_008	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Oeffentliche Sprechstation		Schulhaus	Im Moos	Herisau		1888	8	telefonbuch_008	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Oeffentliche Sprechstation		Schulhaus	In Ramsen	Herisau		1888	8	telefonbuch_008	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Baumann	Karl	Oeffentliche Sprechstation, Bleicher	Im Saum	Herisau		1888	8	telefonbuch_008	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Adlerapotheke			St. Leonhardstrasse 6	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Aktiengesellschaft Cylander		Bleicherei, Appretur, Färberei und Druckerei		Herisau		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Alder, Rappolt & Engler		Broderies	Frohngartenstrasse 12	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Altherr		Geb., Appretur		Speicher		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Altherr	Gustav	Broderies		Speicher		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Appenzeller		Geb., Papierhandlg.	Thurmstrasse, Freieck 7	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Appenzeller-Moser		Papierhdlg.	Vadianstrasse 3	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Arlen	Ph.	Lithograph	Mittlerer Graben 10	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Bänziger	Th.	Dr. Med.	Rorschacherstrasse 17	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Baerlocher	Oskar	Broderies	Schmidgasse 28	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Bank		Eidgenössische	Seidenhof	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Bank von St. Gallen			Bankgasse 1	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Baudenbacher	G.	Buchbinderei	Oberer Graben 6 a	St. Gallen		1888	10	telefonbuch_010	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Baumann	Otto	Vermittlungsagentur	Schmidgasse 17	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Baumgartner	Carl	Sohn, älter, Colonialwaarenhandlung	Multergasse 6	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Becker & Co.		Broderies	Weisenhausstrasse 3	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Beeler	Frz.	Gasthaus z. Pfauen	Thorstrasse 22	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Beerli	C.	Seidenzwirnerei	Multergasse 45	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Bersinger-Helbling	Franz		Schönenwegen 71	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Beutter	A.		Scheffelstrasse 2	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Beyer & Nördlinger		Broderies	Bahnhofstrasse 19	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Billwiller	Arnold	Bierbrauerei	Schützengarten	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Billwiller Gebrüder		Broderies	Teufenerstrasse 20	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Bion-Herzog	W.	Colonial- und Glaswaarenhandlung	Speisergasse 40 u. 41	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Blumer, Leemann & Co.		Broderies	Grabenhof, Neugasse	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Blumer, Wild & Co.		Tricotage u. Confection	Freienstein	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Bodenmann & Möhrlin		Broderies	Vadianstrasse 27	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Boesch & Co.		Agentur für Baumwollwaaren	Oberer Graben 26	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Borner & Co		Filiale der Eisengiesserei Rorschach	Multergasse 33	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Brettauer	L.	& Co., Banquiers	Oberer Graben 6	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Brunner	Jacob	Banquier	Poststrasse 11	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Brunnschweiler	E.	Versicherungsagent	Gallusstrasse 40	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Buchenhorner	Oskar	Agentur von Colonialwaaren	Poststrasse 15	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Burgauer & Co.		Broderies	St. Leonhardstrasse 38	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Bürgerspital			Rorschacherstrasse	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Bürke & Co.		Broderies	Oberer Graben 14	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Burkhardt	C.	Parquetier	Belle-Vue, Neudorf	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Caserne			Rosenbergstrasse	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Creditanstalt			Speisergasse 12	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Creditbank		Deutsch-Schweizerische	Schmidgasse 26	St. Gallen		1888	11	telefonbuch_011	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Danzas & Co.		Spedition	Kornhausstrasse 5	St. Gallen		1888	12	telefonbuch_012	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Diethelm & Co.		Broderies	Bahnhofstrasse 17	St. Gallen		1888	12	telefonbuch_012	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Duden & Co.		Broderies	Müllerthor 25	St. Gallen		1888	12	telefonbuch_012	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
Dürler	Wilh.	Baumeister und Architekt	Rosenbergstrasse 65 a	St. Gallen		1888	12	telefonbuch_012	PTT-Archiv, P-260-1_St_Gallen_1888_1	St. Gallen
